mirna,TC_3B,TF_4H,TF_4P,FF_5B,F1F_7G,F1F_7M,TF_9K,TC_11E,TF_13B,F1C_19A,FF_21J,TF_22A,FF_23C,F1F_24A,TC_26B,TC_27A,F1C_29A,F1F_31A,F1F_33A,FF_35C,F1C_37,FF_39A,FF_39E,FF_39J,FC_42B,TF_43A,TC_44A,FC_45A,FC_46F,TF_379,FC_41B,TF_787,FF_801,FC_974,F1C_4208,F1F_4563,F1F_4590
novel_X_915,3232,676,422,4932,9973,4417,3019,3647,14817,7045,4740,3633,15217,2142,3267,2891,3551,2573,4977,3693,4280,2561,7052,5795,3492,3805,6357,3244,2216,5343,6623,3452,3501,6513,1914,6186,7621
novel_X_916,145,36,15,233,0,0,153,0,866,544,182,207,1165,129,239,125,247,124,251,170,166,113,413,282,0,290,346,196,73,306,440,150,155,313,128,0,588
novel_X_917,260,64,31,194,486,372,176,243,1210,821,237,263,1231,168,295,233,258,109,287,175,242,149,463,265,281,535,336,319,161,495,488,224,190,647,138,365,1040
novel_X_918,142,12,12,57,221,182,36,117,870,566,79,130,786,68,181,75,96,66,131,71,102,29,476,84,113,424,123,195,65,228,297,82,145,434,42,239,606
novel_X_919,145,13,11,58,225,182,36,124,880,570,78,133,791,70,186,76,96,67,135,70,107,29,479,85,115,429,125,197,63,228,297,82,149,437,42,247,611
novel_X_920,116,13,19,72,386,259,27,163,1275,1280,60,219,1752,49,144,57,96,74,175,64,101,26,825,87,175,537,114,220,53,316,463,82,114,1139,45,495,577
novel_X_921,0,0,0,0,0,5,0,0,8,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_X_922,0,11,0,7,0,16,0,15,27,19,7,0,12,0,13,0,0,0,0,0,0,0,23,0,0,0,9,15,9,24,0,17,11,22,13,0,10
novel_X_923,88227,78570,36658,230052,208595,167760,120674,199360,581734,365244,192875,139581,329072,112181,174248,158280,181266,173468,166206,187557,115636,183652,330401,213541,157548,61535,220059,147800,221931,249241,276853,242336,221257,301130,152580,137088,110496
novel_X_924,26,87,48,44,29,66,69,99,156,49,37,9,21,27,74,27,29,37,18,59,11,81,68,25,45,0,47,83,62,84,57,152,16,33,41,0,27
novel_X_925,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
novel_X_926,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,37,0,24,0,12,0,110,0,0,0,52,0,0,0,0,0,39,0,25,0,0
novel_X_927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,8,0,8,0,0,0
novel_X_928,0,0,0,0,0,0,56,0,0,8,0,147,0,0,0,0,0,0,0,0,7,0,0,0,0,0,171,0,0,0,9,0,0,9,0,0,15
novel_X_929,0,30,0,0,0,0,8,0,18,9,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,14,0,14,8,11,8,0,0,10,0,0
novel_X_930,293,105,76,347,531,565,164,237,945,901,187,246,1106,292,536,315,328,245,205,177,160,388,714,354,313,156,368,299,485,275,664,580,584,597,230,298,363
novel_X_931,149,14,0,102,393,330,40,459,1929,2402,123,595,1926,81,311,100,123,67,223,140,92,42,1748,130,330,673,207,239,169,509,1093,128,249,1847,74,418,523
novel_X_932,50,20,9,26,65,72,31,45,119,47,49,17,59,42,91,33,37,25,26,31,40,47,63,53,50,26,39,51,57,41,80,68,57,40,33,33,98
novel_X_933,455,397,168,246,429,409,370,315,1209,638,358,210,555,317,623,370,323,194,265,342,232,579,599,427,306,362,510,643,640,390,563,567,364,597,330,242,952
novel_X_934,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
